has_company_logo,has_questions,telecommuting,missing_salary,missing_company_profile,missing_requirements,missing_benefits,missing_education,missing_experience,missing_industry,missing_location,desc_length,req_length,profile_length,red_flag_count,emp_Contract,emp_Full-time,emp_Other,emp_Part-time,emp_Temporary,emp_Unknown
0,0,0,1,1,1,1,0,0,0,0,388,0,0,0,False,True,False,False,False,False
1,0,0,1,1,1,1,1,1,1,0,501,0,0,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,1,0,533,273,955,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,2212,872,717,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1414,749,2270,0,False,True,False,False,False,False
0,1,1,1,1,0,0,0,0,0,0,470,357,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1288,1176,684,0,False,True,False,False,False,False
0,1,0,1,1,0,0,1,1,1,0,329,171,0,0,False,False,False,False,False,True
1,0,0,1,0,1,1,0,0,0,0,2134,0,1491,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,319,450,866,0,False,False,False,False,False,True
0,0,0,1,1,0,0,1,1,1,0,2089,1818,0,0,False,False,False,False,False,True
1,0,0,0,0,0,1,0,0,0,0,2622,1088,1679,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,0,0,295,0,1392,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,566,249,690,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,1409,659,509,0,False,True,False,False,False,False
0,0,0,0,1,0,0,0,0,0,0,955,131,0,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,1287,562,258,0,False,True,False,False,False,False
1,0,1,0,0,0,1,0,0,0,0,1346,263,807,0,False,True,False,False,False,False
1,1,1,1,0,0,0,1,1,0,0,860,558,138,0,False,True,False,False,False,False
1,0,1,1,0,0,0,1,1,1,0,555,675,2270,0,False,False,False,False,False,True
0,1,0,1,1,0,0,1,1,1,0,449,233,0,0,False,False,False,False,False,True
0,1,0,0,1,0,1,1,0,0,0,273,603,0,0,True,False,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1750,426,1050,0,False,True,False,False,False,False
0,0,0,0,1,1,1,0,0,0,0,474,0,0,0,False,True,False,False,False,False
1,0,0,1,1,0,0,0,0,0,0,99,633,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,369,71,829,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,788,854,1153,2,False,False,False,False,False,True
1,1,0,1,0,0,0,1,1,1,0,2186,925,741,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,0,0,343,300,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,332,150,53,0,True,False,False,False,False,False
0,0,0,1,1,0,0,0,0,0,0,2520,576,0,0,False,True,False,False,False,False
0,1,0,0,1,0,1,0,0,0,0,1141,238,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1720,936,651,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,610,70,829,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,0,0,1323,0,228,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1824,860,684,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,908,349,281,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,725,0,228,0,False,True,False,False,False,False
1,1,0,1,0,1,1,1,1,1,1,713,0,433,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,2074,381,1220,1,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,788,1137,1392,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,888,480,726,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,3288,0,516,0,False,False,False,False,False,True
1,1,0,0,0,0,0,0,0,0,0,558,241,94,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,4411,882,219,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1287,1002,429,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,2156,808,720,0,False,False,True,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1123,244,717,0,False,False,False,False,False,True
0,0,0,1,1,1,1,1,1,1,0,314,0,0,0,False,False,False,True,False,False
0,1,0,1,1,0,0,1,1,1,0,1349,476,0,0,False,False,False,False,False,True
1,0,0,1,1,0,0,1,1,1,0,2069,569,0,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,359,424,1250,0,False,True,False,False,False,False
0,1,0,1,0,0,0,1,1,1,0,960,326,570,0,False,False,False,False,False,True
1,1,0,1,0,0,1,1,0,1,1,953,483,885,0,False,False,False,True,False,False
0,0,0,1,1,0,1,1,0,0,0,371,48,0,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,274,273,0,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,1835,734,684,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,1239,309,1344,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,860,1908,405,1,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,636,0,1390,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,0,0,0,2335,547,1025,0,False,True,False,False,False,False
0,0,0,1,1,1,1,0,0,0,0,1656,0,0,0,True,False,False,False,False,False
1,0,0,1,1,0,0,1,0,0,0,218,268,0,0,False,True,False,False,False,False
0,0,0,0,1,0,1,0,1,0,0,238,71,0,0,False,True,False,False,False,False
0,0,0,0,1,0,0,0,1,0,0,587,176,0,1,False,False,True,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1442,826,684,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,1767,371,1562,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1229,209,931,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1331,678,651,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1553,338,651,0,False,True,False,False,False,False
1,0,0,1,1,0,1,1,1,0,0,752,538,0,0,False,False,False,False,True,False
1,1,0,1,0,0,0,1,1,1,0,262,24,1057,0,False,False,False,False,False,True
1,1,0,1,0,1,1,1,1,0,0,972,0,380,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,473,958,2287,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1549,962,1126,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,1411,537,683,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,734,375,554,0,False,True,False,False,False,False
0,1,0,1,1,0,1,0,0,0,0,2300,505,0,0,False,True,False,False,False,False
0,0,0,1,1,1,1,0,0,0,0,364,0,0,0,False,True,False,False,False,False
1,0,0,1,0,1,0,0,1,0,0,558,0,174,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,1017,0,1298,0,False,False,False,False,False,True
1,0,0,1,0,1,1,1,1,1,0,1207,0,2023,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,1,0,438,420,1187,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,647,614,684,0,False,False,False,True,False,False
1,0,0,1,0,1,1,0,0,0,0,3015,0,1021,0,True,False,False,False,False,False
0,0,0,1,0,1,1,1,1,0,0,2309,0,228,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,0,0,123,1735,364,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,442,484,624,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,1,1,0,355,1363,879,0,False,False,False,False,False,True
0,1,0,1,1,0,0,1,1,1,0,301,198,0,0,False,False,False,False,False,True
1,0,0,0,0,0,0,0,0,0,0,1865,436,1181,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1688,445,1247,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,788,836,1392,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1475,1159,240,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,988,398,879,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,1,0,238,3814,1576,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,1,1,0,531,858,1247,0,False,False,False,False,False,True
1,1,0,1,0,0,1,0,0,0,0,1716,352,938,0,False,False,True,False,False,False
1,0,0,0,0,0,1,0,0,0,1,1074,2326,2419,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1421,941,684,0,False,True,False,False,False,False
1,1,0,1,1,0,0,1,1,1,0,651,183,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1581,714,684,0,False,False,False,True,False,False
1,0,0,1,0,0,1,0,0,0,0,1300,755,684,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,834,509,1557,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1653,990,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2883,345,717,1,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
0,0,0,0,1,0,1,0,0,0,0,296,314,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1226,493,2952,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,0,0,0,865,0,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1247,185,105,1,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,586,147,986,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1240,373,1247,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,324,158,53,0,True,False,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,671,2437,79,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,1,0,0,1745,812,415,0,False,True,False,False,False,False
0,1,0,1,0,1,1,1,1,1,0,2190,0,1685,0,False,False,False,True,False,False
1,1,0,1,0,0,1,1,1,1,0,1144,1091,332,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2383,315,1025,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,1,0,0,0,0,0,1,0,0,0,2101,686,1306,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1552,889,684,0,False,True,False,False,False,False
0,0,0,1,1,0,0,0,0,0,0,2513,576,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1106,495,726,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,1136,173,334,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,1076,1551,1251,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,584,1099,2559,0,False,True,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,538,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,1877,1157,1708,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,745,1843,773,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,852,833,1492,0,False,True,False,False,False,False
0,0,0,0,1,0,1,1,0,0,0,2243,656,0,0,True,False,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1556,793,651,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,1,0,4067,1272,842,0,False,True,False,False,False,False
0,1,0,0,0,0,1,0,0,0,0,2174,938,256,0,False,False,False,False,True,False
1,1,1,1,0,0,0,0,0,0,0,917,491,1068,0,False,False,False,True,False,False
1,1,0,1,0,0,0,0,1,0,0,456,117,53,0,True,False,False,False,False,False
0,1,0,0,1,0,1,0,0,0,0,1022,2092,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2329,496,1208,1,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1492,882,614,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1873,825,673,0,False,False,False,True,False,False
1,1,0,1,0,0,0,1,1,1,0,1381,707,134,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,567,70,829,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,235,158,53,0,True,False,False,False,False,False
0,1,0,1,1,0,0,1,1,1,0,852,172,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,0,0,1631,899,1073,0,False,True,False,False,False,False
0,0,0,1,1,0,1,0,0,0,0,1340,2080,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1456,810,684,0,False,True,False,False,False,False
0,0,0,0,0,0,0,0,0,0,0,2322,2322,693,0,False,True,False,False,False,False
1,0,1,1,0,0,0,0,0,0,0,1060,514,675,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,1,0,530,328,651,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1140,636,741,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,1,0,0,773,232,142,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1222,714,684,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,442,904,1247,0,False,False,False,False,False,True
0,1,0,1,1,0,0,1,1,1,0,1267,625,0,0,False,False,False,False,False,True
0,0,0,1,1,0,0,0,0,0,0,775,308,0,0,False,False,False,True,False,False
1,1,0,0,0,0,0,0,0,0,0,1284,472,392,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,2583,197,1181,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,589,1089,2559,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,121,821,1504,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,0,0,0,1221,536,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,332,150,53,0,True,False,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1223,677,684,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,1271,980,321,0,False,False,False,False,False,True
1,1,0,1,0,0,1,1,0,0,0,1877,988,1708,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,183,503,1190,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,2407,417,799,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,800,427,1187,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,1,0,0,1234,0,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,1618,2141,2676,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,0,0,0,796,680,1073,0,False,False,False,False,True,False
1,0,0,1,0,1,1,0,1,0,0,469,0,762,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,867,834,667,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,926,614,678,0,False,True,False,False,False,False
0,0,0,0,1,0,0,0,0,0,0,1453,679,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1143,244,717,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1133,369,632,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,382,98,0,0,False,False,False,False,False,True
1,0,1,0,1,0,0,0,0,0,0,547,61,0,0,False,True,False,False,False,False
1,0,0,0,1,0,0,0,0,0,0,857,167,0,0,False,True,False,False,False,False
1,1,1,1,0,0,0,1,1,1,0,359,2725,952,0,False,False,False,False,False,True
1,1,0,1,0,0,0,1,0,0,0,1386,564,1708,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,1299,0,244,0,False,False,False,False,False,True
1,1,0,1,0,1,1,1,1,1,0,412,0,380,0,False,False,False,False,False,True
0,0,1,1,0,1,1,1,0,0,0,6070,0,335,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,821,766,134,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,2209,335,1025,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,1701,750,1103,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,1,0,647,800,702,0,False,False,False,False,False,True
1,1,1,0,0,0,0,0,0,0,0,495,610,427,0,False,True,False,False,False,False
0,0,0,1,1,0,0,1,0,0,1,785,1044,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,2567,1005,1683,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1236,515,885,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,989,517,673,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1267,457,345,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,2811,2,601,0,False,True,False,False,False,False
0,1,0,1,1,0,0,1,1,1,0,146,212,0,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,674,52,431,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,361,127,53,0,True,False,False,False,False,False
0,0,0,0,0,1,1,0,0,0,0,1917,0,832,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,2085,388,1220,1,False,True,False,False,False,False
1,0,0,1,0,1,1,1,0,0,0,1150,0,1298,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,2071,1635,694,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,0,0,0,1140,774,310,1,False,True,False,False,False,False
1,1,1,1,1,0,0,1,0,0,0,282,1025,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1259,695,684,0,False,False,False,False,False,True
0,0,0,0,1,1,1,0,0,0,0,407,0,0,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,560,162,175,0,False,False,False,True,False,False
1,1,0,1,0,0,0,1,1,1,0,1564,393,553,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1327,579,1099,0,False,True,False,False,False,False
0,0,1,0,0,0,0,1,0,0,0,208,88,55,0,True,False,False,False,False,False
0,1,1,1,1,0,0,1,1,1,0,190,149,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
1,0,0,1,0,0,0,1,0,0,0,1220,618,850,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2267,265,717,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,613,381,4007,0,True,False,False,False,False,False
0,0,0,1,1,0,0,1,1,1,0,1944,290,0,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,439,484,554,0,False,False,False,False,True,False
1,1,0,0,0,0,0,0,0,0,0,2611,531,591,0,False,True,False,False,False,False
0,1,1,1,1,0,0,0,1,1,0,1254,909,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,0,0,0,1136,521,606,0,False,True,False,False,False,False
1,1,0,1,0,1,1,1,1,1,0,1285,0,348,0,False,False,False,False,False,True
1,1,0,0,0,0,0,0,0,0,0,622,410,942,0,False,True,False,False,False,False
1,0,1,1,0,0,0,1,1,1,0,1530,857,1410,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,3217,1612,351,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,817,707,1892,0,False,True,False,False,False,False
1,0,1,0,0,0,0,0,0,0,0,474,111,875,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,1,0,964,589,310,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,1,1,0,332,581,1247,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1284,471,552,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,2377,1254,2065,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,944,954,320,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,0,0,0,1490,649,1384,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,0,0,1083,884,1708,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,0,0,1347,2486,1404,0,False,False,False,False,False,True
1,0,0,1,0,0,0,0,0,0,0,788,879,726,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1053,795,377,0,True,False,False,False,False,False
1,1,0,1,0,0,0,1,1,1,0,1405,610,321,0,False,False,False,False,False,True
1,0,0,0,0,0,1,1,0,0,0,1443,205,536,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,324,158,53,0,True,False,False,False,False,False
0,1,0,0,1,0,0,0,0,0,0,928,921,0,1,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,951,838,439,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,1,0,0,381,130,53,0,True,False,False,False,False,False
0,0,0,1,0,1,1,1,1,1,0,921,0,228,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,0,0,0,1791,1073,403,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1251,359,1091,0,False,True,False,False,False,False
1,0,0,1,0,0,0,1,1,1,0,1824,1008,627,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,1,0,588,213,324,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,317,421,762,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1040,472,1095,0,False,True,False,False,False,False
1,1,0,1,0,0,1,1,1,0,0,958,451,879,0,False,True,False,False,False,False
1,0,0,1,0,0,0,0,0,0,0,1180,1013,487,0,False,True,False,False,False,False
0,0,0,1,0,1,1,0,0,0,0,830,0,81,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,1,0,707,626,229,0,False,True,False,False,False,False
0,0,0,0,1,0,0,0,0,0,0,669,141,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,1,1,1,0,159,159,1827,0,False,True,False,False,False,False
0,1,0,1,1,0,1,1,1,1,0,272,2018,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,1,1,0,0,840,884,393,0,False,True,False,False,False,False
1,0,0,1,0,1,1,1,1,1,0,730,0,829,0,False,False,False,False,False,True
1,0,0,0,0,0,0,0,0,0,0,796,967,692,0,False,True,False,False,False,False
0,0,0,1,0,1,1,0,0,0,0,1862,0,832,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,1582,357,537,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,626,1368,579,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,1,1,0,2445,0,0,0,False,False,False,False,False,True
1,0,0,1,0,0,0,0,0,0,0,1333,638,1018,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,0,0,2921,998,406,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,882,855,2662,0,False,True,False,False,False,False
0,1,0,1,1,0,0,1,1,1,0,1607,50,0,0,False,False,False,False,False,True
1,1,0,1,0,0,0,0,0,0,0,1870,443,1025,0,False,True,False,False,False,False
1,1,0,1,0,0,0,1,1,0,0,2039,1824,970,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,860,589,1247,0,False,True,False,False,False,False
0,0,0,1,1,0,1,0,1,0,0,1043,636,0,0,False,True,False,False,False,False
1,1,0,1,1,0,0,1,0,1,0,1672,601,0,0,False,True,False,False,False,False
0,0,0,0,1,1,1,1,1,0,0,760,0,0,0,False,True,False,False,False,False
1,0,0,0,0,0,0,0,0,0,0,878,484,505,0,False,True,False,False,False,False
1,0,0,0,0,0,1,0,0,0,0,1298,1501,2419,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,1264,939,1057,0,False,True,False,False,False,False
0,1,0,1,1,0,1,0,0,1,0,1043,745,0,0,False,True,False,False,False,False
1,0,0,1,0,0,1,0,0,0,0,1708,592,684,0,False,True,False,False,False,False
1,1,0,1,0,0,0,0,0,0,0,961,439,1126,0,True,False,False,False,False,False
1,1,0,1,0,0,0,1,1,0,0,1092,1191,695,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,0,0,0,1730,394,1687,0,False,True,False,False,False,False
1,1,0,0,0,0,0,0,0,0,0,905,396,356,0,False,True,False,False,False,False
1,1,0,1,0,0,1,0,1,0,0,1257,509,656,0,False,False,False,True,False,False
1,1,0,1,0,0,0,0,0,0,0,1400,1258,461,0,False,True,False,False,False,False
0,0,0,1,1,1,1,1,1,1,0,9110,0,0,0,False,False,False,False,False,True
1,0,0,1,0,0,1,1,1,1,0,705,1746,441,0,False,False,False,False,False,True
1,0,0,1,0,0,1,0,0,0,0,1119,477,684,0,False,False,False,True,False,False
1,1,0,0,0,1,0,1,0,0,0,2328,0,1628,0,False,True,False,False,False,False
